Message,Code,Lines,Complexity
Implements --gtest_throw_on_failure for using gtest with other testing frameworks.," TEST(Foo, Bar) {
 
 } // namespace
 
-
 int main(int argc, char **argv) {
 #if GTEST_OS_WINDOWS
 // Suppresses display of the Windows error dialog upon encountering
",12,3
"Fixes death-test-related tests on Windows, by Vlad Losev."," class TypedTestCasePState {
 fprintf(stderr, ""%s Test %s must be defined before ""
 ""REGISTER_TYPED_TEST_CASE_P(%s, ...).\n"",
 FormatFileLocation(file, line).c_str(), test_name, case_name);
+ fflush(stderr);
 abort();
 }
 defined_test_names_.insert(test_name);
",272,43
"Fixes build failure on Windows, by Rainer Klaffenboeck.","
 #include <stdlib.h>
 #include <stdio.h>
 
-#if !GTEST_OS_WINDOWS
+#if GTEST_OS_WINDOWS
+#include <io.h>
+#include <sys/stat.h>
+#else
 #include <unistd.h>
 #endif // GTEST_OS_WINDOWS
 
",351,122
Implements the --help flag; fixes tests on Windows.,"
 #include <stdio.h>
 #include <iostream> // Used for GTEST_CHECK_
 
-#define GTEST_NAME_ ""Google Test""
+#define GTEST_DEV_EMAIL_ ""googletestframework@@googlegroups.com""
 #define GTEST_FLAG_PREFIX_ ""gtest_""
 #define GTEST_FLAG_PREFIX_UPPER_ ""GTEST_""
+#define GTEST_NAME_ ""Google Test""
+#define GTEST_PROJECT_URL_ ""http://code.google.com/p/googletest/""
 
 // Determines the version of gcc that is used to compile this.
 #ifdef __GNUC__
 struct is_pointer : public false_type {};
 template <typename T>
 struct is_pointer<T*> : public true_type {};
 
+#if GTEST_OS_WINDOWS
+#define GTEST_PATH_SEP_ ""\\""
+#else
+#define GTEST_PATH_SEP_ ""/""
+#endif // GTEST_OS_WINDOWS
+
 // Defines BiggestInt as the biggest signed integer type the compiler
 // supports.
-
 #if GTEST_OS_WINDOWS
 typedef __int64 BiggestInt;
 #else
-typedef long long BiggestInt; // NOLINT
+typedef long long BiggestInt; // NOLINT
 #endif // GTEST_OS_WINDOWS
 
 // The maximum number a BiggestInt can represent. This definition
",185,41
Fixes a typo in Vlad's email address.,"
 // (INCLUDING NEGLIGENCE OR OTHERWISE) ARISING IN ANY WAY OUT OF THE USE
 // OF THIS SOFTWARE, EVEN IF ADVISED OF THE POSSIBILITY OF SUCH DAMAGE.
 //
-// Author: wan@google.com (Zhanyong Wan), vladl@losev.com (Vlad Losev)
+// Author: wan@google.com (Zhanyong Wan), vladl@google.com (Vlad Losev)
 //
 // This file implements death tests.
 
",761,143
Makes the code compile on Windows CE.," namespace {
 
 using ::std::ostream;
 
-#if GTEST_OS_WINDOWS
+#ifdef _WIN32_WCE
+#define snprintf _snprintf
+#elif GTEST_OS_WINDOWS
 #define snprintf _snprintf_s
 #endif
 
 static void PrintAsWideCharLiteralTo(wchar_t c, ostream* os) {
 *os << ""\\v"";
 break;
 default:
- // isprint() takes an int and requires it to be either EOF or in
- // the range [0, 255]. We check that c is in this range before calling it.
- if ((c & 0xFF) == c && isprint(c)) {
+ // Checks whether c is printable or not. Printable characters are in
+ // the range [0x20,0x7E].
+ // We test the value of c directly instead of calling isprint(), as
+ // isprint() is buggy on Windows mobile.
+ if (0x20 <= c && c <= 0x7E) {
 *os << static_cast<char>(c);
 } else {
 // Buffer size enough for the maximum number of digits and \0.
",169,42
Enables death tests on Cygwin and Mac (by Vlad Losev); fixes a python test on Mac.,"
 // (this is covered by GTEST_HAS_STD_STRING guard).
 // 3. abort() in a VC 7.1 application compiled as GUI in debug config
 // pops up a dialog window that cannot be suppressed programmatically.
-#if GTEST_HAS_STD_STRING && (GTEST_HAS_CLONE || \
- GTEST_OS_WINDOWS && _MSC_VER >= 1400)
+#if GTEST_HAS_STD_STRING && (GTEST_OS_LINUX || \
+ GTEST_OS_MAC || \
+ GTEST_OS_CYGWIN || \
+ (GTEST_OS_WINDOWS && _MSC_VER >= 1400))
 #define GTEST_HAS_DEATH_TEST 1
 #include <vector>
-#endif // GTEST_HAS_STD_STRING && (GTEST_HAS_CLONE ||
- // GTEST_OS_WINDOWS && _MSC_VER >= 1400)
+#endif
 
 // Determines whether to support value-parameterized tests.
 
",185,41
"Fixes two tests on Cygwin, which has no python 2.4.","
-#!/usr/bin/python2.4
+#!/usr/bin/env python
 #
 # Copyright 2009, Google Inc.
 # All rights reserved.
",62,9
Cleans up death test implementation (by Vlad Losev); changes the XML format to be closer to junitreport (by Zhanyong Wan).," void ParseGoogleTestFlagsOnly(int* argc, wchar_t** argv);
 
 // Returns the message describing the last system error, regardless of the
 // platform.
-String GetLastSystemErrorMessage();
+String GetLastErrnoDescription();
 
 #if GTEST_OS_WINDOWS
 // Provides leak-safe Windows kernel handle ownership.
",617,129
Makes gtest compile without warning with gcc 4.0.3 and -Wall -Wextra.," class ParameterizedTestCaseInfo : public ParameterizedTestCaseInfoBase {
 // about a generator.
 int AddTestCaseInstantiation(const char* instantiation_name,
 GeneratorCreationFunc* func,
- const char* file,
- int line) {
+ const char* /* file */,
+ int /* line */) {
 instantiations_.push_back(::std::make_pair(instantiation_name, func));
 return 0; // Return value used only to run this method in namespace scope.
 }
",367,75
Simplifies implementation by defining a POSIX portability layer; adds the death test style flag to --help.,"
 
 #include <gtest/internal/gtest-internal.h>
 
-#if GTEST_HAS_DEATH_TEST && GTEST_OS_WINDOWS
-#include <io.h>
-#elif GTEST_HAS_DEATH_TEST
-#include <unistd.h>
-#endif // GTEST_HAS_DEATH_TEST && GTEST_OS_WINDOWS
-
 namespace testing {
 namespace internal {
 
 class InternalRunDeathTestFlag {
 
 ~InternalRunDeathTestFlag() {
 if (write_fd_ >= 0)
-// Suppress MSVC complaints about POSIX functions.
-#ifdef _MSC_VER
-#pragma warning(push)
-#pragma warning(disable: 4996)
-#endif // _MSC_VER
- close(write_fd_);
-#ifdef _MSC_VER
-#pragma warning(pop)
-#endif // _MSC_VER
+ posix::close(write_fd_);
 }
 
 String file() const { return file_; }
",70,11
Makes gmock compile with gcc -Wall -Wextra -Wno-unused-parameter.," class AssignAction {
 AssignAction(T1* ptr, T2 value) : ptr_(ptr), value_(value) {}
 
 template <typename Result, typename ArgumentTuple>
- void Perform(const ArgumentTuple &args) const {
+ void Perform(const ArgumentTuple& /* args */) const {
 *ptr_ = value_;
 }
 private:
 class SetErrnoAndReturnAction {
 : errno_(errno_value),
 result_(result) {}
 template <typename Result, typename ArgumentTuple>
- Result Perform(const ArgumentTuple &args) const {
+ Result Perform(const ArgumentTuple& /* args */) const {
 errno = errno_;
 return result_;
 }
",456,85
Works around a VC bug by avoiding defining a function named strdup().," class Arguments {
 }
 }
 void AddArgument(const char* argument) {
- args_.insert(args_.end() - 1, strdup(argument));
+ args_.insert(args_.end() - 1, posix::StrDup(argument));
 }
 
 template <typename Str>
 class Arguments {
 for (typename ::std::vector<Str>::const_iterator i = arguments.begin();
 i != arguments.end();
 ++i) {
- args_.insert(args_.end() - 1, strdup(i->c_str()));
+ args_.insert(args_.end() - 1, posix::StrDup(i->c_str()));
 }
 }
 char* const* Argv() {
",689,131
Fixes MSVC casting warning.," inline FILE* fdopen(int fd, const char* mode) {
 }
 inline int fclose(FILE *fp) { return ::fclose(fp); }
 
-inline int read(int fd, void* buf, size_t count) {
+inline int read(int fd, void* buf, unsigned int count) {
 return static_cast<int>(::read(fd, buf, count));
 }
-inline int write(int fd, const void* buf, size_t count) {
+inline int write(int fd, const void* buf, unsigned int count) {
 return static_cast<int>(::write(fd, buf, count));
 }
 inline int close(int fd) { return ::close(fd); }
",238,58
Fixes a MSVC warning (by Vlad Losev); fixes SConscript to work with VC 7.1 and exceptions enabled (by Zhanyong Wan).," namespace posix {
 
 typedef struct _stat stat_struct;
 
-inline int chdir(const char* dir) { return ::_chdir(dir); }
 // We cannot write ::_fileno() as MSVC defines it as a macro.
 inline int fileno(FILE* file) { return _fileno(file); }
 inline int isatty(int fd) { return ::_isatty(fd); }
 inline bool IsDir(const stat_struct& st) {
 
 typedef struct stat stat_struct;
 
-using ::chdir;
 using ::fileno;
 using ::isatty;
 using ::stat;
 inline const char* strncpy(char* dest, const char* src, size_t n) {
 return ::strncpy(dest, src, n);
 }
 
+inline int chdir(const char* dir) { return ::chdir(dir); }
+
 inline FILE* fopen(const char* path, const char* mode) {
 return ::fopen(path, mode);
 }
",237,58
Fixes an error when compiling with gcc 4.4.," class FunctionMockerBase : public UntypedFunctionMockerBase {
 // called by the ON_CALL() and EXPECT_CALL() macros.
 FunctionMocker<F>& RegisterOwner(const void* mock_obj) {
 Mock::Register(mock_obj, this);
- return *down_cast<FunctionMocker<F>*>(this);
+ return *::testing::internal::down_cast<FunctionMocker<F>*>(this);
 }
 
 // The following two functions are from UntypedFunctionMockerBase.
",842,149
Cleans up the use of GTEST_OS_WINDOWS and _MSC_VER.,"
 #ifndef GTEST_INCLUDE_GTEST_GTEST_H_
 #define GTEST_INCLUDE_GTEST_GTEST_H_
 
-// The following platform macros are used throughout Google Test:
+// The following platform macro is used throughout Google Test:
 // _WIN32_WCE Windows CE (set in project files)
-//
-// Note that even though _MSC_VER and _WIN32_WCE really indicate a compiler
-// and a Win32 implementation, respectively, we use them to indicate the
-// combination of compiler - Win 32 API - C library, since the code currently
-// only supports:
-// Windows proper with Visual C++ and MS C library (_MSC_VER && !_WIN32_WCE) and
-// Windows Mobile with Visual C++ and no C library (_WIN32_WCE).
 
 #include <limits>
 #include <gtest/internal/gtest-internal.h>
",341,34
Adds sample4_unittest to scons (by Vlad Losev); adds logic for getting the thread count on Mac (by Vlad Losev); adds HasFailure() and HasNonfatalFailure() (by Zhanyong Wan).," class Test {
 // Returns true iff the current test has a fatal failure.
 static bool HasFatalFailure();
 
+ // Returns true iff the current test has a non-fatal failure.
+ static bool HasNonfatalFailure();
+
+ // Returns true iff the current test has a (either fatal or
+ // non-fatal) failure.
+ static bool HasFailure() { return HasFatalFailure() || HasNonfatalFailure(); }
+
 // Logs a property for the current test. Only the last value for a given
 // key is remembered.
 // These are public static so they can be called from utility functions
",343,36
Makes the Python tests more stable (by Vlad Losev); fixes a memory leak in GetThreadCount() on Mac (by Vlad Losev); improves fuse_gtest_files.py to support fusing Google Mock files (by Zhanyong Wan).," BREAK_ON_FAILURE_FLAG = 'gtest_break_on_failure'
 THROW_ON_FAILURE_ENV_VAR = 'GTEST_THROW_ON_FAILURE'
 
 # Path to the gtest_break_on_failure_unittest_ program.
-EXE_PATH = os.path.join(gtest_test_utils.GetBuildDir(),
- 'gtest_break_on_failure_unittest_')
+EXE_PATH = gtest_test_utils.GetTestExecutablePath(
+ 'gtest_break_on_failure_unittest_')
 
 
 # Utilities.
",100,17
Makes gtest print elapsed time by default.," def TestEnvVarAffectsFlag(command):
 TestFlag(command, 'color', 'yes', 'auto')
 TestFlag(command, 'filter', 'FooTest.Bar', '*')
 TestFlag(command, 'output', 'tmp/foo.xml', '')
- TestFlag(command, 'print_time', '1', '0')
+ TestFlag(command, 'print_time', '0', '1')
 TestFlag(command, 'repeat', '999', '1')
 TestFlag(command, 'throw_on_failure', '1', '0')
 TestFlag(command, 'death_test_style', 'threadsafe', 'fast')
",53,12
Implements --gmock_catch_leaked_mocks and Mock::AllowLeak.," else:
 PROGRAM = 'gmock_output_test_'
 
 PROGRAM_PATH = os.path.join(gmock_test_utils.GetBuildDir(), PROGRAM)
-COMMAND = PROGRAM_PATH + ' --gtest_stack_trace_depth=0'
+COMMAND = PROGRAM_PATH + ' --gtest_stack_trace_depth=0 --gtest_print_time=0'
 GOLDEN_NAME = 'gmock_output_test_golden.txt'
 GOLDEN_PATH = os.path.join(gmock_test_utils.GetSourceDir(),
 GOLDEN_NAME)
",81,13
Renames the POSIX wrappers (by Zhanyong Wan) and adds more targets to SConscript (by Vlad Losev).," class InternalRunDeathTestFlag {
 
 ~InternalRunDeathTestFlag() {
 if (write_fd_ >= 0)
- posix::close(write_fd_);
+ posix::Close(write_fd_);
 }
 
 String file() const { return file_; }
",70,11
Makes --gtest_list_tests honor the test filter (by Jay Campan).," class TestInfo {
 // Returns the test comment.
 const char* comment() const;
 
- // Returns true if this test should run.
+ // Returns true if this test matches the user-specified filter.
+ bool matches_filter() const;
+
+ // Returns true if this test should run, that is if the test is not disabled
+ // (or it is disabled but the also_run_disabled_tests flag has been specified)
+ // and its full name matches the user-specified filter.
 //
 // Google Test allows the user to filter the tests by their full names.
 // The full name of a test Bar in test case Foo is defined as
",344,36
Ports gtest to minGW (by Kenton Varda).,"
 // be used where std::wstring is unavailable).
 // GTEST_HAS_TR1_TUPLE 1 - Define it to 1/0 to indicate tr1::tuple
 // is/isn't available.
+// GTEST_HAS_SEH - Define it to 1/0 to indicate whether the
+// compiler supports Microsoft's ""Structured
+// Exception Handling"".
 
 // This header defines the following utilities:
 //

 #define GTEST_MUST_USE_RESULT_
 #endif // __GNUC__ && (GTEST_GCC_VER_ >= 30400) && !COMPILER_ICC
 
+// Determine whether the compiler supports Microsoft's Structured Exception
+// Handling. This is supported by several Windows compilers but generally
+// does not exist on any other system.
+#ifndef GTEST_HAS_SEH
+// The user didn't tell us, so we need to figure it out.
+
+#if defined(_MSC_VER) || defined(__BORLANDC__)
+// These two compilers are known to support SEH.
+#define GTEST_HAS_SEH 1
+#else
+// Assume no SEH.
+#define GTEST_HAS_SEH 0
+#endif
+
+#endif // GTEST_HAS_SEH
+
 namespace testing {
 
 class Message;
",235,63
"Ports gtest to C++Builder, by Josh Kelley.","
 namespace testing {
 namespace internal {
 
-#ifdef _MSC_VER
-// MSVC does not provide a definition of STDERR_FILENO.
+#if defined(_MSC_VER) || defined(__BORLANDC__)
+// MSVC and C++Builder do not provide a definition of STDERR_FILENO.
 const int kStdErrFileno = 2;
 #else
 const int kStdErrFileno = STDERR_FILENO;
",371,122
Turns --gmock_catch_leaked_mocks on by default.," namespace testing {
 // TODO(wan@google.com): support using environment variables to
 // control the flag values, like what Google Test does.
 
-// TODO(wan@google.com): change the default value to true after people
-// have a chance to fix their leaked mocks.
-GMOCK_DEFINE_bool_(catch_leaked_mocks, false,
+GMOCK_DEFINE_bool_(catch_leaked_mocks, true,
 ""true iff Google Mock should report leaked mock objects ""
 ""as failures."");
 
",67,21
Trivial source code format tweak.,"
 
 #include <gtest/gtest.h>
 
-
 namespace {
 
 // Test case FooTest.
 TEST_F(FooTest, Xyz) {
 FAIL() << ""Expected failure."";
 }
 
-
 // Test case BarTest.
 
 TEST(BarTest, TestOne) {
 TEST(HasDeathTest, Test2) {
 #endif // GTEST_HAS_DEATH_TEST
 }
 
-
 // Test case FoobarTest
 
 TEST(DISABLED_FoobarTest, Test1) {
 INSTANTIATE_TEST_CASE_P(SeqQ, ParamTest, testing::Values(5, 6));
 
 } // namespace
 
-
 int main(int argc, char **argv) {
 testing::InitGoogleTest(&argc, argv);
 
",61,21
Removes dead code (by Vlad Losev). Fixes tr1 tuple's path on gcc version before 4.0.0 (by Zhanyong Wan).,"
 // gtest-port.h's responsibility to #include the header implementing
 // tr1/tuple.
 #if GTEST_HAS_TR1_TUPLE
-#if defined(__GNUC__)
-// GCC implements tr1/tuple in the <tr1/tuple> header. This does not
-// conform to the TR1 spec, which requires the header to be <tuple>.
+#if defined(__GNUC__) && (GTEST_GCC_VER_ >= 40000)
+// GCC 4.0+ implements tr1/tuple in the <tr1/tuple> header. This does
+// not conform to the TR1 spec, which requires the header to be <tuple>.
 #include <tr1/tuple>
 #else
-// If the compiler is not GCC, we assume the user is using a
+// If the compiler is not GCC 4.0+, we assume the user is using a
 // spec-conforming TR1 implementation.
 #include <tuple>
 #endif // __GNUC__
",242,69
Fixes tr1 tuple's path when compiled with gcc version < 4.0.0 (by Zhanyong Wan).,"
 // To avoid conditional compilation everywhere, we make it
 // gmock-port.h's responsibility to #include the header implementing
 // tr1/tuple.
-#if defined(__GNUC__)
-// GCC implements tr1/tuple in the <tr1/tuple> header. This does not
-// conform to the TR1 spec, which requires the header to be <tuple>.
+#if defined(__GNUC__) && GTEST_GCC_VER_ >= 40000
+// GTEST_GCC_VER_ is defined in gtest-port.h and 40000 corresponds to
+// version 4.0.0.
+// GCC 4.0+ implements tr1/tuple in the <tr1/tuple> header. This does
+// not conform to the TR1 spec, which requires the header to be <tuple>.
 #include <tr1/tuple>
 #else
-// If the compiler is not GCC, we assume the user is using a
+// If the compiler is not GCC 4.0+, we assume the user is using a
 // spec-conforming TR1 implementation.
 #include <tuple>
 #endif // __GNUC__
",59,11
